precipitation,temp_max,temp_min,wind,weather,city
0.0,20.0,5.6,4.4,drizzle,Austin
0.0,20.6,6.7,2.9,sun,Austin
0.0,17.2,8.3,3.6,sun,Austin
0.0,13.9,8.9,2.2,sun,Austin
0.0,16.7,7.8,1.6,sun,Austin
8.4,14.4,10.0,3.0,rain,Austin
18.5,13.9,10.0,5.6,rain,Austin
12.7,12.2,7.2,5.0,rain,Austin
39.1,8.3,5.0,3.9,rain,Austin
0.8,13.3,6.1,3.1,rain,Austin
0.0,12.2,6.1,2.4,sun,Austin
9.4,15.0,8.9,6.4,rain,Austin
1.5,12.2,6.7,3.8,rain,Austin
9.7,7.8,4.4,4.6,rain,Austin
9.4,10.6,3.3,5.7,rain,Austin
5.8,12.8,4.4,2.3,rain,Austin
0.0,13.9,4.4,2.4,fog,Austin
0.3,13.9,3.3,2.6,rain,Austin
0.0,15.0,3.9,3.3,drizzle,Austin
5.3,11.7,6.7,4.0,rain,Austin
20.6,13.3,9.4,4.9,rain,Austin
0.0,13.9,8.3,5.8,sun,Austin
3.3,12.2,6.7,4.1,rain,Austin
0.0,16.1,5.0,4.3,sun,Austin
0.0,17.8,3.9,2.8,sun,Austin
0.0,21.1,6.1,3.0,sun,Austin
0.0,21.7,6.7,1.1,sun,Austin
0.0,20.6,8.3,2.2,fog,Austin
0.0,13.9,10.6,5.9,sun,Austin
1.0,15.0,9.4,5.2,rain,Austin
3.8,13.9,6.7,4.2,rain,Austin
0.0,12.8,4.4,2.4,sun,Austin
0.0,18.3,3.3,3.1,sun,Austin
0.0,20.6,6.7,4.0,sun,Austin
0.0,21.7,9.4,4.9,sun,Austin
0.0,25.0,11.1,6.5,sun,Austin
0.0,28.9,11.7,5.3,sun,Austin
0.0,30.6,12.2,2.0,sun,Austin
0.0,20.6,11.1,3.3,sun,Austin
0.0,19.4,11.1,1.9,sun,Austin
0.0,22.8,10.0,1.3,sun,Austin
0.0,26.1,9.4,1.0,sun,Austin
0.0,27.2,12.2,2.6,sun,Austin
6.6,21.7,13.9,3.9,rain,Austin
3.3,18.9,9.4,5.0,rain,Austin
0.0,18.3,7.8,2.4,sun,Austin
1.0,17.2,8.9,2.3,rain,Austin
0.0,21.7,12.2,2.7,fog,Austin
0.5,17.2,11.7,3.7,rain,Austin
0.0,16.7,11.1,2.9,sun,Austin
0.0,18.3,10.6,2.3,sun,Austin
0.0,19.4,9.4,1.8,sun,Austin
13.7,15.6,8.3,4.8,rain,Austin
13.7,11.1,7.2,3.0,rain,Austin
4.1,12.2,6.7,1.9,rain,Austin
0.3,16.7,8.9,2.7,rain,Austin
0.0,17.8,10.0,2.7,sun,Austin
1.5,18.3,10.6,2.2,rain,Austin
9.7,16.7,11.1,3.1,rain,Austin
0.5,17.2,11.7,2.8,rain,Austin
5.6,16.1,9.4,4.0,rain,Austin
0.0,16.7,9.4,5.3,sun,Austin
0.0,19.4,11.1,2.5,sun,Austin
0.0,22.8,12.2,2.5,sun,Austin
1.0,20.6,12.2,3.1,rain,Austin
0.0,22.2,11.1,2.9,sun,Austin
0.0,26.1,12.2,3.4,sun,Austin
0.0,26.7,14.4,3.1,sun,Austin
0.0,26.7,12.2,2.5,sun,Austin
0.0,21.7,13.3,3.2,sun,Austin
0.0,20.6,12.8,3.1,sun,Austin
0.0,20.6,11.1,3.7,sun,Austin
0.0,21.7,11.7,3.2,sun,Austin
0.0,20.0,10.0,5.7,sun,Austin
0.3,20.6,11.7,4.2,rain,Austin
0.0,21.1,11.7,2.6,sun,Austin
0.0,20.0,12.2,3.7,sun,Austin
0.0,25.6,10.0,2.9,sun,Austin
0.0,23.9,12.8,3.4,sun,Austin
0.0,25.6,13.9,3.0,sun,Austin
0.3,23.3,13.3,3.4,rain,Austin
0.0,20.0,12.8,3.7,sun,Austin
3.0,17.2,12.8,5.0,rain,Austin
0.3,20.6,12.2,1.5,rain,Austin
0.0,25.6,11.7,1.7,sun,Austin
7.9,22.2,15.0,2.1,rain,Austin
4.8,21.1,13.9,3.7,rain,Austin
9.9,23.3,14.4,2.8,rain,Austin
2.0,22.2,15.0,2.3,rain,Austin
3.6,21.1,16.7,1.3,rain,Austin
0.0,30.6,16.1,2.2,sun,Austin
0.0,30.0,18.3,1.7,sun,Austin
0.0,33.9,17.2,2.5,sun,Austin
0.0,31.7,18.3,2.3,sun,Austin
0.0,28.3,15.6,3.0,sun,Austin
0.0,26.1,16.7,3.2,sun,Austin
0.0,21.7,13.9,2.2,fog,Austin
0.0,23.3,13.9,2.6,sun,Austin
0.0,26.1,13.3,2.2,sun,Austin
0.0,23.9,13.9,2.9,sun,Austin
0.0,26.7,13.3,2.8,sun,Austin
0.0,30.0,15.0,2.5,sun,Austin
0.0,22.2,13.9,2.6,sun,Austin
0.0,22.8,12.2,3.0,sun,Austin
0.0,19.4,13.3,2.2,sun,Austin
0.0,26.1,11.1,3.1,sun,Austin
0.0,27.8,12.8,3.0,sun,Austin
0.0,27.8,14.4,4.6,sun,Austin
0.0,31.1,18.3,4.1,sun,Austin
0.0,22.2,15.0,3.7,sun,Austin
0.0,26.1,13.9,2.0,sun,Austin
0.0,27.8,13.3,1.9,sun,Austin
0.0,25.0,13.3,2.0,sun,Austin
0.0,23.9,12.8,2.3,sun,Austin
0.0,26.1,13.3,2.4,fog,Austin
0.0,31.1,13.9,3.0,sun,Austin
0.0,31.1,14.4,2.5,sun,Austin
0.0,31.1,12.8,2.3,sun,Austin
0.0,31.1,14.4,2.9,sun,Austin
0.0,25.6,12.8,2.6,sun,Austin
0.0,21.1,12.2,3.4,fog,Austin
0.0,25.0,13.3,1.4,sun,Austin
0.0,25.0,13.3,2.8,sun,Austin
0.0,21.7,13.3,1.8,sun,Austin
0.0,20.6,13.3,3.9,sun,Austin
2.0,17.2,15.0,2.0,rain,Austin
0.0,25.0,15.6,2.4,fog,Austin
0.0,28.9,15.0,3.4,sun,Austin
0.0,30.0,15.0,2.1,sun,Austin
0.0,30.6,13.9,1.4,sun,Austin
0.0,31.1,13.9,1.9,sun,Austin
0.0,28.3,14.4,2.5,sun,Austin
0.0,28.3,14.4,2.1,sun,Austin
2.3,25.6,15.0,2.9,rain,Austin
0.0,25.0,14.4,2.9,sun,Austin
0.0,25.6,16.1,1.9,sun,Austin
0.0,27.8,15.0,1.8,sun,Austin
0.8,27.2,15.0,2.0,rain,Austin
1.8,21.1,17.2,1.0,rain,Austin
0.0,28.9,16.1,2.2,fog,Austin
0.0,25.6,17.2,3.0,sun,Austin
0.0,26.1,15.6,3.1,sun,Austin
0.0,26.7,15.6,3.0,sun,Austin
0.0,25.6,16.1,4.6,sun,Austin
0.0,27.8,15.0,4.3,sun,Austin
0.0,28.9,15.0,1.9,sun,Austin
0.0,25.0,16.1,4.1,sun,Austin
0.0,25.0,16.7,2.7,sun,Austin
0.3,22.2,16.1,2.6,rain,Austin
1.0,24.4,16.1,1.9,rain,Austin
1.3,26.7,17.2,1.4,rain,Austin
5.6,26.7,15.6,1.3,rain,Austin
19.3,23.9,18.3,3.0,rain,Austin
0.0,26.1,16.1,2.9,sun,Austin
0.0,27.8,13.9,2.6,sun,Austin
0.0,27.8,15.6,2.5,sun,Austin
0.0,27.8,17.2,2.1,sun,Austin
2.3,25.0,16.7,1.7,rain,Austin
0.3,22.8,16.1,2.4,rain,Austin
27.7,20.0,15.6,2.5,rain,Austin
21.3,21.7,16.1,2.6,rain,Austin
0.0,23.3,17.2,2.0,sun,Austin
0.0,26.7,14.4,1.5,fog,Austin
0.0,26.1,13.9,2.1,sun,Austin
0.0,26.7,15.0,3.7,sun,Austin
0.0,33.9,16.1,2.4,sun,Austin
0.0,25.6,15.0,1.7,sun,Austin
0.0,18.9,15.6,2.0,sun,Austin
0.0,21.7,15.6,1.4,fog,Austin
3.3,18.9,14.4,2.2,rain,Austin
0.3,21.7,15.0,4.3,rain,Austin
0.0,17.8,13.9,2.3,sun,Austin
0.0,21.1,13.3,2.5,sun,Austin
0.0,25.6,10.0,1.5,sun,Austin
3.6,23.3,13.3,3.0,rain,Austin
0.0,21.1,13.3,2.5,sun,Austin
13.5,17.2,13.3,5.5,rain,Austin
2.8,16.1,11.1,4.5,rain,Austin
0.0,17.8,10.0,2.6,sun,Austin
2.0,16.1,9.4,3.0,rain,Austin
0.0,17.2,7.2,2.2,sun,Austin
1.0,13.9,10.6,4.3,rain,Austin
43.4,16.7,11.7,6.0,rain,Austin
16.8,14.4,11.1,7.1,rain,Austin
18.5,13.9,10.0,6.3,rain,Austin
7.9,14.4,8.9,4.7,rain,Austin
5.3,12.8,9.4,2.4,rain,Austin
0.8,14.4,8.9,0.9,rain,Austin
0.0,17.8,5.6,1.1,sun,Austin
0.0,20.0,8.3,1.6,sun,Austin
4.1,22.8,7.8,2.6,rain,Austin
0.5,16.1,11.7,6.3,rain,Austin
6.9,13.9,7.8,3.0,rain,Austin
0.0,15.0,5.6,1.6,sun,Austin
1.0,14.4,8.3,1.7,rain,Austin
9.1,13.9,10.6,1.0,rain,Austin
1.0,14.4,8.9,2.2,rain,Austin
0.0,15.0,6.7,1.8,fog,Austin
0.0,15.6,3.9,1.6,sun,Austin
0.0,15.6,5.0,0.9,sun,Austin
0.0,12.8,8.9,2.7,fog,Austin
0.0,14.4,8.9,1.7,fog,Austin
0.0,12.8,7.2,1.2,sun,Austin
0.0,10.6,7.8,1.4,sun,Austin
0.0,10.6,7.8,2.4,sun,Austin
0.0,11.7,8.3,2.5,sun,Austin
0.0,14.4,7.2,1.9,sun,Austin
0.0,12.8,6.1,0.4,sun,Austin
0.0,10.0,6.1,0.6,sun,Austin
0.0,12.2,7.8,1.8,sun,Austin
0.0,11.7,8.3,2.7,sun,Austin
1.8,13.9,8.3,4.4,rain,Austin
0.0,14.4,7.2,5.1,sun,Austin
0.0,13.3,3.3,2.2,sun,Austin
0.5,15.0,5.6,3.9,rain,Austin
0.3,14.4,10.6,2.2,rain,Austin
1.3,17.8,11.7,1.4,rain,Austin
12.7,14.4,8.3,7.9,rain,Austin
0.5,12.2,4.4,2.4,rain,Austin
0.0,10.6,3.9,1.6,drizzle,Austin
2.5,13.3,7.2,3.1,rain,Austin
3.8,12.8,7.8,1.7,rain,Austin
30.0,11.1,10.0,7.2,rain,Austin
0.0,13.3,7.2,4.1,sun,Austin
1.8,11.1,5.0,1.4,rain,Austin
0.0,11.1,8.3,4.4,sun,Austin
0.0,16.1,6.1,2.6,fog,Austin
4.1,15.6,8.9,2.2,rain,Austin
0.0,13.9,10.6,3.8,sun,Austin
1.3,11.1,6.1,1.1,rain,Austin
3.0,10.6,7.2,6.0,rain,Austin
0.0,10.0,5.0,4.6,sun,Austin
5.3,11.7,7.2,5.4,rain,Austin
26.2,12.8,9.4,3.9,rain,Austin
1.0,13.3,4.4,5.1,rain,Austin
0.0,7.8,1.7,4.3,sun,Austin
0.0,7.8,-0.5,3.6,sun,Austin
0.0,9.4,0.0,4.6,sun,Austin
0.0,11.1,1.1,2.6,sun,Austin
0.0,11.7,0.6,0.9,fog,Austin
0.0,12.2,2.2,0.5,sun,Austin
0.0,12.2,2.8,1.0,sun,Austin
0.0,14.4,5.6,1.3,sun,Austin
0.0,11.7,3.3,0.7,sun,Austin
0.5,9.4,5.0,2.1,rain,Austin
2.3,11.1,7.2,3.9,rain,Austin
3.0,13.3,7.8,8.8,rain,Austin
4.6,7.8,1.7,3.5,rain,Austin
0.0,5.0,-0.5,5.6,sun,Austin
0.0,4.4,-2.1,1.6,sun,Austin
0.0,1.1,-4.9,2.6,sun,Austin
0.0,1.1,-4.3,4.7,sun,Austin
0.0,0.0,-7.1,3.1,sun,Austin
0.0,2.2,-6.6,2.2,sun,Austin
0.0,1.1,-4.9,1.3,sun,Austin
0.0,5.6,0.6,1.5,sun,Austin
0.0,5.0,-1.6,0.8,sun,Austin
6.9,5.6,-0.5,2.3,rain,Austin
0.5,9.4,5.6,2.9,rain,Austin
0.0,9.4,6.1,3.7,sun,Austin
1.3,11.7,8.3,3.9,rain,Austin
0.3,10.0,4.4,1.0,rain,Austin
0.0,8.3,4.4,2.7,sun,Austin
1.3,7.8,2.2,2.8,rain,Austin
0.0,5.0,0.0,2.1,sun,Austin
5.6,8.3,0.6,3.7,snow,Austin
5.6,8.9,5.6,2.3,rain,Austin
10.7,10.6,8.3,4.0,rain,Austin
1.5,11.7,6.1,5.9,rain,Austin
0.0,8.3,2.8,1.7,sun,Austin
0.0,6.7,1.7,0.8,sun,Austin
0.0,6.7,0.6,0.5,sun,Austin
0.3,8.9,0.0,2.1,rain,Austin
0.0,9.4,3.3,1.3,sun,Austin
0.0,7.2,1.7,1.1,sun,Austin
0.3,8.9,4.4,2.6,rain,Austin
0.5,8.3,5.0,1.7,rain,Dallas
0.0,7.2,3.3,1.2,sun,Dallas
4.1,10.6,6.1,3.2,rain,Dallas
1.5,8.9,2.8,2.6,rain,Dallas
0.0,7.8,0.6,2.7,sun,Dallas
0.0,8.3,-0.5,3.7,sun,Dallas
0.3,7.8,-0.5,2.6,sun,Dallas
12.2,8.3,5.0,1.6,rain,Dallas
9.7,10.0,7.2,4.6,sun,Dallas
5.8,9.4,5.6,6.3,sun,Dallas
4.3,12.8,8.3,7.0,sun,Dallas
21.3,14.4,7.2,8.8,rain,Dallas
1.5,11.1,5.6,8.1,sun,Dallas
0.0,10.6,10.0,7.1,sun,Dallas
0.0,11.1,7.2,1.3,sun,Dallas
0.0,11.1,5.6,2.5,rain,Dallas
0.0,6.7,4.4,2.7,rain,Dallas
0.0,5.6,2.8,2.3,sun,Dallas
0.0,9.4,0.6,2.2,rain,Dallas
0.0,6.1,3.3,2.5,rain,Dallas
0.0,10.0,2.8,2.2,sun,Dallas
0.0,10.0,1.7,1.5,sun,Dallas
0.5,9.4,5.6,2.6,rain,Dallas
0.0,10.0,2.8,5.2,rain,Dallas
0.0,12.8,1.1,1.9,fog,Dallas
0.0,12.2,1.1,0.8,rain,Dallas
0.0,8.3,0.6,1.3,rain,Dallas
0.0,9.4,1.7,1.3,sun,Dallas
8.9,11.1,6.1,1.6,sun,Dallas
21.6,11.1,7.2,3.4,sun,Dallas
0.0,8.3,6.1,6.4,rain,Dallas
2.3,7.8,5.6,2.6,rain,Dallas
2.0,7.8,2.8,0.8,fog,Dallas
0.0,8.9,1.1,2.5,rain,Dallas
0.0,5.0,0.0,4.3,rain,Dallas
0.0,2.8,-2.1,4.7,sun,Dallas
0.0,-0.5,-5.5,6.6,rain,Dallas
0.0,-1.6,-6.0,4.5,rain,Dallas
0.0,3.3,-4.9,4.2,rain,Dallas
5.1,5.6,-0.5,4.6,sun,Dallas
0.5,3.9,0.0,2.4,sun,Dallas
18.3,10.0,2.2,4.7,sun,Dallas
17.0,12.2,5.6,3.8,sun,Dallas
4.6,12.2,7.2,6.4,rain,Dallas
1.8,12.8,7.8,6.3,rain,Dallas
9.4,11.7,6.1,6.4,fog,Dallas
11.7,11.1,5.0,5.1,rain,Dallas
26.4,9.4,3.9,7.9,sun,Dallas
14.5,8.3,4.4,5.5,sun,Dallas
15.2,8.9,5.0,6.2,rain,Dallas
1.0,8.3,3.9,6.0,sun,Dallas
3.0,10.0,5.6,6.9,sun,Dallas
2.8,6.7,3.9,2.9,sun,Dallas
2.5,5.6,2.8,3.1,sun,Dallas
6.1,7.2,3.9,2.6,sun,Dallas
13.0,6.7,3.3,3.2,rain,Dallas
0.3,12.2,3.9,4.5,sun,Dallas
0.0,13.9,5.6,2.5,rain,Dallas
0.0,12.8,4.4,2.3,rain,Dallas
0.0,14.4,4.4,5.9,sun,Dallas
0.5,7.2,4.4,4.7,sun,Dallas
19.1,11.1,2.8,5.7,sun,Dallas
10.7,14.4,8.9,5.1,sun,Dallas
16.5,13.9,7.8,3.9,sun,Dallas
46.7,15.6,10.6,3.9,sun,Dallas
3.0,13.3,10.0,6.2,fog,Dallas
0.0,15.6,8.9,4.2,sun,Dallas
32.3,12.8,6.7,2.7,sun,Dallas
4.3,15.0,9.4,4.3,sun,Dallas
18.8,12.2,6.1,2.2,rain,Dallas
0.0,14.4,4.4,2.3,sun,Dallas
0.0,16.1,3.3,1.9,rain,Dallas
0.5,13.9,5.0,2.5,rain,Dallas
6.9,14.4,8.3,6.1,rain,Dallas
8.1,16.7,4.4,3.0,rain,Dallas
27.7,10.6,4.4,3.8,rain,Dallas
0.3,10.0,2.8,3.2,sun,Dallas
0.0,10.0,3.3,1.6,rain,Dallas
0.5,11.1,3.3,5.1,rain,Dallas
0.0,11.1,1.7,3.0,rain,Dallas
0.0,10.6,2.8,3.8,fog,Dallas
0.0,11.1,1.1,1.8,sun,Dallas
0.0,12.8,4.4,3.3,sun,Dallas
0.0,18.9,2.8,2.2,sun,Dallas
4.1,13.9,6.7,4.4,fog,Dallas
3.6,11.1,5.6,2.4,sun,Dallas
0.3,12.2,6.7,2.8,rain,Dallas
22.1,11.7,7.2,3.9,fog,Dallas
14.0,11.7,7.2,5.1,rain,Dallas
0.0,11.1,5.0,5.1,sun,Dallas
0.0,15.6,2.2,3.8,rain,Dallas
0.0,14.4,6.7,2.8,sun,Dallas
0.0,14.4,5.6,4.2,rain,Dallas
2.5,13.3,6.1,3.9,rain,Dallas
0.0,12.8,6.1,4.7,sun,Dallas
4.6,11.7,7.8,4.3,sun,Dallas
0.0,13.9,8.3,2.6,rain,Dallas
0.0,21.1,9.4,2.5,rain,Dallas
4.6,15.6,8.3,4.2,fog,Dallas
0.0,14.4,6.7,2.9,rain,Dallas
0.0,15.0,6.7,3.6,sun,Dallas
0.0,17.2,5.0,2.8,sun,Dallas
0.0,16.1,7.8,4.4,rain,Dallas
0.0,20.6,5.6,3.1,sun,Dallas
0.0,20.0,5.6,2.6,rain,Dallas
0.5,14.4,7.8,4.0,fog,Dallas
10.9,11.1,8.9,4.6,sun,Dallas
18.5,11.7,7.2,4.7,sun,Dallas
0.0,14.4,5.6,3.8,fog,Dallas
13.7,11.7,5.6,4.7,sun,Dallas
0.0,15.6,5.6,2.7,rain,Dallas
5.1,17.2,7.8,2.5,rain,Dallas
14.2,12.2,5.0,4.2,sun,Dallas
8.9,11.7,6.1,5.0,sun,Dallas
12.4,13.9,6.1,5.3,rain,Dallas
0.0,14.4,5.6,2.3,sun,Dallas
3.3,15.0,5.6,3.9,sun,Dallas
6.9,11.1,6.1,5.8,rain,Dallas
0.0,16.1,4.4,2.6,fog,Dallas
0.0,25.0,9.4,2.3,sun,Dallas
0.0,27.8,9.4,3.9,sun,Dallas
0.0,29.4,11.1,3.0,fog,Dallas
0.0,18.3,10.6,4.7,rain,Dallas
33.3,15.0,8.9,3.4,sun,Dallas
16.0,14.4,8.9,4.2,sun,Dallas
5.1,15.6,9.4,3.8,rain,Dallas
0.0,16.7,8.3,2.6,sun,Dallas
0.0,18.3,7.2,1.7,sun,Dallas
13.7,13.9,9.4,3.4,sun,Dallas
2.0,13.3,7.2,5.6,sun,Dallas
0.5,15.6,7.2,2.1,sun,Dallas
0.0,18.9,8.3,1.7,fog,Dallas
0.0,24.4,9.4,2.7,rain,Dallas
0.0,26.7,12.8,3.8,rain,Dallas
0.0,27.8,13.3,3.3,rain,Dallas
0.0,26.7,12.8,3.0,rain,Dallas
0.0,20.0,11.7,4.1,rain,Dallas
0.0,20.0,11.7,3.2,sun,Dallas
0.0,20.0,10.6,3.2,sun,Dallas
0.0,21.1,10.0,2.2,rain,Dallas
0.0,22.2,10.0,2.7,fog,Dallas
0.0,20.0,10.6,1.7,rain,Dallas
0.0,24.4,11.7,2.5,rain,Dallas
3.8,20.0,12.8,4.0,sun,Dallas
0.0,18.3,11.1,2.4,sun,Dallas
5.6,15.0,10.6,1.4,sun,Dallas
0.0,18.3,11.1,4.5,sun,Dallas
0.0,20.0,10.0,2.5,sun,Dallas
0.0,18.9,10.0,3.4,rain,Dallas
0.0,18.9,11.1,4.3,sun,Dallas
0.0,20.6,8.9,4.5,fog,Dallas
0.0,23.3,10.0,2.2,rain,Dallas
0.0,22.2,10.6,2.3,sun,Dallas
0.0,23.3,11.1,2.4,sun,Dallas
0.0,18.3,11.1,3.2,fog,Dallas
0.0,19.4,10.0,2.6,rain,Dallas
0.0,22.2,10.0,2.4,fog,Dallas
0.0,25.0,10.6,3.2,sun,Dallas
0.0,24.4,13.3,3.1,drizzle,Dallas
0.0,23.3,12.2,2.1,sun,Dallas
0.0,21.1,13.3,3.6,fog,Dallas
0.0,20.0,12.2,2.9,sun,Dallas
0.0,23.9,11.1,2.7,sun,Dallas
1.8,21.7,12.2,4.0,sun,Dallas
6.4,15.6,11.1,5.0,sun,Dallas
0.0,17.8,11.7,3.2,sun,Dallas
0.5,18.3,10.0,3.6,sun,Dallas
3.6,17.8,8.9,2.4,sun,Dallas
1.3,17.8,10.0,3.0,sun,Dallas
0.0,18.9,11.1,2.7,rain,Dallas
0.8,25.6,11.7,3.7,fog,Dallas
0.3,20.0,10.0,3.4,rain,Dallas
0.0,22.2,10.6,3.6,sun,Dallas
0.0,25.0,11.1,2.7,fog,Dallas
0.0,25.0,13.3,2.5,rain,Dallas
0.0,24.4,14.4,2.5,rain,Dallas
0.0,26.1,13.9,2.4,rain,Dallas
0.0,21.1,14.4,4.1,rain,Dallas
1.8,21.1,13.9,4.5,sun,Dallas
2.3,20.0,13.3,4.3,rain,Dallas
0.0,20.6,12.8,3.2,fog,Dallas
0.0,25.6,12.8,4.4,rain,Dallas
0.0,34.4,15.6,3.5,rain,Dallas
