precipitation,temp_max,temp_min,wind,weather,city
0.0,27.2,14.4,3.6,sun,Dallas
0.0,21.7,13.9,3.1,rain,Dallas
0.0,23.9,13.9,3.6,rain,Dallas
0.0,24.4,13.3,2.2,rain,Dallas
0.0,28.9,15.0,3.0,sun,Dallas
0.0,27.2,17.8,4.1,sun,Dallas
0.0,30.0,15.6,3.5,sun,Dallas
0.0,26.7,13.9,2.3,sun,Dallas
0.0,28.9,12.8,2.2,fog,Dallas
0.0,31.1,15.0,2.2,fog,Dallas
0.0,32.2,16.7,2.2,rain,Dallas
0.0,29.4,15.0,2.6,rain,Dallas
0.0,27.8,15.0,2.8,rain,Dallas
0.0,31.1,13.9,2.3,rain,Dallas
0.0,31.1,14.4,2.4,rain,Dallas
0.0,26.7,13.9,3.7,drizzle,Dallas
0.0,23.9,11.7,2.8,rain,Dallas
0.0,25.6,15.0,5.4,rain,Dallas
0.0,19.4,14.4,2.8,sun,Dallas
0.0,23.9,13.3,2.2,fog,Dallas
0.3,21.1,13.3,1.1,sun,Dallas
19.3,18.9,13.3,3.3,sun,Dallas
0.0,20.6,12.8,4.7,sun,Dallas
0.0,22.8,12.2,2.7,sun,Dallas
0.0,26.1,13.3,3.6,sun,Dallas
0.0,28.3,15.0,4.1,rain,Dallas
0.0,30.6,15.0,3.7,rain,Dallas
0.0,30.0,15.6,2.8,rain,Dallas
0.0,29.4,14.4,3.4,rain,Dallas
0.0,30.6,17.8,4.1,rain,Dallas
0.0,28.9,15.0,3.3,rain,Dallas
0.5,29.4,15.6,1.7,rain,Dallas
0.0,31.7,14.4,2.6,fog,Dallas
0.0,32.8,16.1,2.6,rain,Dallas
0.0,25.0,13.9,2.7,rain,Dallas
0.0,26.1,15.0,2.2,rain,Dallas
0.0,25.6,13.3,2.4,rain,Dallas
0.0,25.6,13.3,2.9,sun,Dallas
0.0,27.2,15.6,4.1,fog,Dallas
0.0,30.6,13.9,3.4,sun,Dallas
0.5,35.6,17.8,2.6,rain,Dallas
12.7,27.2,17.2,3.1,sun,Dallas
21.6,23.3,15.0,2.7,rain,Dallas
0.0,21.1,17.2,0.6,sun,Dallas
1.0,24.4,16.7,1.5,rain,Dallas
0.0,25.6,15.6,2.2,drizzle,Dallas
0.0,27.8,15.0,2.8,sun,Dallas
0.0,29.4,15.6,3.3,sun,Dallas
0.0,27.2,15.6,2.4,fog,Dallas
0.0,21.7,13.9,3.6,sun,Dallas
0.0,21.1,11.1,1.7,sun,Dallas
0.0,23.9,13.3,2.9,sun,Dallas
0.0,27.8,13.9,2.0,sun,Dallas
0.0,25.0,13.3,2.3,sun,Dallas
0.0,28.9,14.4,2.0,sun,Dallas
0.0,31.1,15.6,1.8,rain,Dallas
0.0,28.9,16.1,1.6,sun,Dallas
0.0,23.3,14.4,2.3,rain,Dallas
0.0,22.8,15.0,3.4,rain,Dallas
8.4,17.8,15.0,2.2,sun,Dallas
1.3,21.1,13.9,1.9,sun,Dallas
0.0,23.3,12.8,2.5,sun,Dallas
3.0,20.0,13.9,4.3,rain,Dallas
0.0,20.6,12.8,2.7,fog,Dallas
0.0,23.9,11.1,3.1,rain,Dallas
0.0,27.8,13.9,6.5,sun,Dallas
0.0,32.2,15.0,2.9,sun,Dallas
0.0,28.3,13.3,2.1,rain,Dallas
0.0,21.1,13.3,2.8,sun,Dallas
0.0,21.7,13.3,2.3,rain,Dallas
0.0,22.2,12.2,3.9,rain,Dallas
0.0,24.4,12.8,5.3,rain,Dallas
0.0,24.4,12.8,5.9,sun,Dallas
0.0,28.3,10.0,4.2,sun,Dallas
0.0,30.0,11.7,1.8,sun,Dallas
0.0,30.6,12.2,1.2,rain,Dallas
0.0,22.2,13.9,2.8,sun,Dallas
0.5,22.8,14.4,2.3,sun,Dallas
0.3,19.4,15.0,3.1,sun,Dallas
0.0,23.9,16.1,2.8,sun,Dallas
0.0,24.4,14.4,4.4,rain,Dallas
0.0,26.1,12.8,3.0,sun,Dallas
0.3,22.2,15.0,2.1,rain,Dallas
18.3,18.9,14.4,2.5,rain,Dallas
20.3,18.9,14.4,2.7,sun,Dallas
4.3,21.7,14.4,2.5,fog,Dallas
8.9,20.0,13.9,3.3,sun,Dallas
0.0,20.6,11.7,3.2,sun,Dallas
0.0,18.9,12.2,2.0,sun,Dallas
0.8,16.7,11.1,3.5,rain,Dallas
0.0,19.4,12.2,2.6,rain,Dallas
0.0,18.3,11.1,2.1,rain,Dallas
0.0,19.4,10.0,2.0,sun,Dallas
0.0,22.2,8.9,1.0,rain,Dallas
0.0,21.7,12.2,1.2,sun,Dallas
0.0,23.9,11.7,1.4,sun,Dallas
0.0,25.6,13.3,2.5,rain,Dallas
0.0,18.9,13.9,1.0,sun,Dallas
0.0,20.6,12.8,1.8,sun,Dallas
0.0,17.2,11.1,1.0,sun,Dallas
0.3,18.3,10.0,3.8,sun,Dallas
7.4,18.3,11.7,3.5,sun,Dallas
0.0,17.8,11.7,2.1,sun,Dallas
7.6,21.1,10.0,3.1,sun,Dallas
7.1,16.7,11.7,2.2,sun,Dallas
8.6,16.1,11.7,4.7,sun,Dallas
0.0,20.6,11.1,3.3,sun,Dallas
3.3,16.7,11.7,3.0,sun,Dallas
15.0,19.4,13.9,1.9,sun,Dallas
0.0,22.2,12.8,3.2,sun,Dallas
11.7,16.1,12.2,3.1,drizzle,Dallas
1.0,16.1,11.7,4.7,fog,Dallas
32.0,15.6,11.7,5.0,rain,Dallas
9.4,14.4,8.3,4.6,sun,Dallas
4.1,14.4,8.9,3.2,rain,Dallas
6.1,16.7,8.3,5.4,rain,Dallas
1.5,12.8,7.8,5.0,rain,Dallas
0.8,15.6,6.7,2.4,sun,Dallas
12.7,15.0,9.4,3.9,rain,Dallas
0.5,16.7,11.7,3.1,sun,Dallas
25.4,15.6,11.1,3.2,sun,Dallas
17.0,12.8,8.3,2.0,fog,Dallas
0.0,11.1,7.2,1.2,sun,Dallas
1.8,13.3,7.2,2.9,sun,Dallas
10.9,13.9,11.1,4.8,sun,Dallas
4.1,14.4,10.6,3.3,sun,Dallas
4.8,15.0,10.6,2.1,sun,Dallas
4.1,16.7,10.6,6.7,sun,Dallas
0.0,14.4,7.2,2.3,sun,Dallas
0.0,12.8,3.9,0.8,sun,Dallas
5.1,13.3,7.8,3.0,fog,Dallas
0.0,11.1,5.6,3.9,fog,Dallas
0.0,7.8,1.1,7.7,rain,Dallas
0.0,6.7,0.0,7.6,sun,Dallas
0.0,7.2,0.6,4.7,sun,Dallas
0.0,7.2,-2.1,4.5,rain,Dallas
0.0,8.3,-1.6,4.2,rain,Dallas
0.0,9.4,-2.1,4.2,rain,Dallas
0.0,10.6,-2.1,1.9,sun,Dallas
0.0,7.2,-0.5,0.9,rain,Dallas
0.0,11.1,2.2,1.9,sun,Dallas
3.6,11.1,5.6,2.1,rain,Dallas
15.2,11.1,8.3,4.7,rain,Dallas
0.5,9.4,6.7,4.7,sun,Dallas
11.9,12.8,5.6,5.1,fog,Dallas
1.3,11.7,4.4,3.8,sun,Dallas
18.3,13.9,9.4,4.5,sun,Dallas
0.3,15.0,12.2,3.9,rain,Dallas
3.3,14.4,11.7,6.6,rain,Dallas
34.3,12.8,3.3,5.8,sun,Dallas
3.6,4.4,-4.3,5.3,sun,Dallas
0.0,2.8,-4.9,4.4,rain,Dallas
0.0,4.4,-3.2,2.2,sun,Dallas
0.0,5.6,-3.2,5.7,rain,Dallas
0.0,10.0,0.0,3.6,sun,Dallas
0.8,8.3,3.9,1.1,fog,Dallas
3.0,12.8,6.7,3.1,rain,Dallas
7.4,11.7,7.8,3.6,rain,Dallas
0.0,14.4,6.1,2.8,sun,Dallas
9.1,14.4,8.9,4.2,fog,Dallas
9.9,16.1,10.6,5.1,sun,Dallas
13.0,18.9,10.0,6.7,rain,Dallas
6.9,14.4,8.3,6.4,sun,Dallas
0.0,11.1,7.2,3.7,sun,Dallas
0.0,10.0,3.9,1.1,rain,Dallas
0.0,12.8,1.7,3.5,sun,Dallas
0.0,12.2,6.7,5.9,rain,Dallas
0.0,10.0,8.3,4.0,sun,Dallas
2.8,8.9,6.1,1.6,sun,Dallas
13.0,9.4,6.7,3.1,rain,Dallas
3.0,11.1,7.2,4.3,sun,Dallas
19.6,12.8,6.7,5.5,fog,Dallas
0.0,12.8,10.0,5.2,sun,Dallas
0.0,10.6,6.1,1.5,sun,Dallas
20.6,12.2,5.0,3.8,rain,Dallas
5.3,7.2,3.9,1.8,rain,Dallas
0.0,7.8,2.8,2.2,rain,Dallas
0.0,5.6,1.7,1.2,sun,Dallas
3.3,9.4,4.4,4.9,fog,Dallas
4.1,6.7,2.8,1.8,fog,Dallas
0.0,6.1,0.6,4.3,rain,Dallas
0.0,3.3,-2.1,3.6,rain,Dallas
0.0,3.3,-2.7,3.0,sun,Dallas
0.0,5.6,-3.2,1.2,rain,Dallas
1.5,5.6,0.0,2.3,rain,Dallas
0.0,5.0,1.7,1.7,sun,Dallas
10.2,10.6,3.3,4.5,rain,Dallas
8.1,12.2,9.4,6.4,rain,Dallas
0.0,12.2,6.1,1.3,sun,Dallas
0.0,7.8,5.6,1.6,rain,Dallas
0.0,7.8,1.7,2.6,rain,Dallas
0.3,10.0,3.3,0.6,rain,Dallas
5.8,7.8,6.1,0.5,rain,Dallas
1.5,9.4,7.2,1.1,sun,Dallas
0.0,11.1,4.4,1.6,rain,Dallas
0.0,9.4,2.8,2.7,fog,Dallas
0.0,6.1,0.6,2.8,rain,Dallas
9.7,7.8,1.1,3.2,fog,Dallas
0.0,11.7,5.6,4.5,sun,Dallas
26.2,13.3,3.3,2.8,sun,Dallas
21.3,13.9,7.2,6.6,sun,Dallas
0.5,10.0,6.1,2.8,sun,Dallas
0.0,10.0,3.3,3.0,sun,Dallas
0.0,7.2,-0.5,1.3,rain,Dallas
0.8,9.4,6.1,1.3,rain,Dallas
5.8,12.2,8.3,2.6,rain,Dallas
0.5,14.4,11.1,3.3,rain,Dallas
0.0,17.2,7.2,1.4,sun,Dallas
0.0,16.1,6.1,2.2,rain,Dallas
0.8,11.1,8.3,2.0,rain,Dallas
0.0,12.2,5.0,1.8,rain,Dallas
0.0,12.2,3.3,2.9,sun,Dallas
0.0,8.3,1.1,0.8,sun,Dallas
0.0,7.2,3.3,1.9,sun,Dallas
1.5,9.4,4.4,2.6,rain,Dallas
7.4,11.1,5.0,4.0,sun,Dallas
1.3,10.0,5.6,1.9,sun,Dallas
8.4,10.6,4.4,1.7,sun,Dallas
26.2,13.3,8.3,4.6,rain,Dallas
17.3,14.4,10.0,4.5,fog,Dallas
23.6,12.2,9.4,4.6,sun,Dallas
3.6,15.0,8.3,3.9,fog,Dallas
6.1,13.3,8.3,2.5,sun,Dallas
0.3,12.8,8.3,4.0,sun,Dallas
0.0,12.8,5.6,1.0,drizzle,Dallas
1.0,16.7,9.4,2.1,fog,Dallas
0.0,15.6,6.7,1.7,fog,Dallas
0.3,14.4,6.7,2.9,sun,Dallas
0.0,12.2,3.9,4.8,rain,Dallas
0.0,15.0,5.6,6.6,rain,Dallas
0.0,16.1,4.4,4.0,rain,Dallas
0.0,12.2,4.4,2.6,sun,Dallas
4.6,10.6,8.3,2.2,sun,Dallas
0.8,11.1,7.2,0.9,sun,Dallas
0.0,12.2,5.6,4.5,sun,Dallas
0.0,11.7,3.3,4.2,rain,Dallas
0.0,12.8,0.6,1.4,rain,Dallas
0.0,11.1,2.2,1.5,rain,Dallas
4.1,10.0,6.7,1.0,sun,Dallas
9.4,11.7,7.8,1.4,fog,Dallas
18.3,10.0,6.7,4.0,rain,Dallas
0.0,12.2,3.3,5.1,sun,Dallas
0.0,11.1,1.1,2.2,sun,Dallas
0.0,11.1,4.4,4.8,rain,Dallas
0.0,10.6,0.0,2.1,fog,Dallas
0.0,12.8,-0.5,1.8,sun,Dallas
0.0,13.3,2.8,1.3,rain,Dallas
0.0,15.0,3.3,1.4,sun,Dallas
0.0,16.7,3.9,2.7,fog,Dallas
0.0,17.2,3.9,1.7,sun,Dallas
0.0,14.4,4.4,1.8,rain,Dallas
0.8,13.3,5.0,2.6,sun,Dallas
2.5,14.4,8.9,3.1,sun,Dallas
0.0,17.8,9.4,3.2,sun,Dallas
2.0,17.2,7.8,2.2,sun,Dallas
17.0,13.9,9.4,3.8,rain,Dallas
55.9,10.6,6.1,4.2,rain,Dallas
1.0,13.9,6.1,3.0,rain,Dallas
0.8,13.3,4.4,2.6,sun,Dallas
0.0,15.6,7.2,2.5,sun,Dallas
0.0,15.6,8.3,1.9,fog,Dallas
4.1,13.9,8.9,1.9,rain,Dallas
3.8,13.3,8.3,4.7,sun,Dallas
1.0,11.7,6.1,2.3,sun,Dallas
8.1,11.1,5.6,2.8,sun,Dallas
7.6,12.8,6.1,3.9,sun,Dallas
5.1,14.4,7.2,4.4,rain,Dallas
0.0,20.6,10.0,2.2,fog,Dallas
1.0,18.3,8.9,4.0,sun,Dallas
0.0,15.6,9.4,5.7,rain,Dallas
0.0,15.6,8.9,3.0,rain,Dallas
1.8,17.8,10.6,2.9,rain,Dallas
1.0,12.8,6.1,4.2,sun,Dallas
5.1,12.8,5.6,3.2,fog,Dallas
0.0,13.3,5.6,2.4,sun,Dallas
1.5,11.1,5.0,3.6,sun,Dallas
0.0,12.8,3.9,1.7,rain,Dallas
0.0,16.7,2.8,2.4,sun,Dallas
1.0,13.9,6.7,3.5,sun,Dallas
0.5,14.4,6.7,3.9,fog,Dallas
0.0,17.2,6.1,1.7,rain,Dallas
0.0,17.2,6.1,2.3,rain,Dallas
10.9,13.9,7.8,4.6,rain,Dallas
0.0,11.7,5.6,6.5,rain,Dallas
0.0,13.3,5.6,3.6,rain,Dallas
14.0,11.7,3.9,3.6,fog,Dallas
3.3,11.7,2.8,3.3,sun,Dallas
0.0,13.9,3.3,2.4,sun,Dallas
0.0,17.8,3.9,3.1,fog,Dallas
0.0,18.9,6.1,3.6,sun,Dallas
0.0,18.9,8.3,3.9,rain,Dallas
0.0,21.1,8.3,3.6,sun,Dallas
0.0,22.8,7.8,2.6,sun,Dallas
5.6,17.2,6.7,3.4,fog,Dallas
0.0,15.6,5.0,2.3,rain,Dallas
3.0,12.2,6.7,4.1,rain,Dallas
3.3,12.2,6.1,5.0,rain,Dallas
1.3,13.3,5.6,3.0,sun,Dallas
0.0,15.6,4.4,2.7,rain,Dallas
0.3,25.0,10.6,2.3,sun,Dallas
1.8,15.6,8.9,4.3,rain,Dallas
0.0,16.1,7.2,4.7,sun,Dallas
0.0,17.2,7.8,2.1,sun,Dallas
0.0,18.3,8.9,3.7,fog,Dallas
0.0,18.3,7.8,3.7,fog,Dallas
0.0,20.6,7.8,2.6,sun,Dallas
0.0,17.2,7.2,5.2,sun,Dallas
6.1,14.4,7.2,5.1,rain,Dallas
0.0,16.7,7.2,2.6,fog,Dallas
0.0,20.6,6.1,3.0,sun,Dallas
0.0,23.9,8.3,3.0,sun,Dallas
0.0,26.7,9.4,2.6,rain,Dallas
0.0,19.4,11.1,2.8,rain,Dallas
0.0,13.9,10.0,2.5,sun,Dallas
4.3,15.6,10.6,3.3,sun,Dallas
4.1,12.2,10.0,2.8,rain,Dallas
0.3,17.8,9.4,2.0,sun,Dallas
0.0,20.0,9.4,2.8,sun,Dallas
0.0,15.6,11.1,3.0,fog,Dallas
0.0,19.4,10.6,2.1,rain,Dallas
0.0,25.6,12.2,3.0,sun,Dallas
0.0,21.7,11.7,2.6,rain,Dallas
0.0,23.3,10.6,1.8,fog,Dallas
0.0,25.6,11.7,2.1,rain,Dallas
0.0,16.7,11.7,3.7,drizzle,Dallas
0.0,16.1,11.7,2.6,rain,Dallas
0.0,17.8,11.1,2.7,rain,Dallas
0.0,15.6,11.1,2.7,rain,Dallas
0.0,21.7,11.7,2.1,rain,Dallas
0.0,24.4,11.7,1.8,rain,Dallas
0.0,27.8,12.2,2.1,sun,Dallas
0.0,26.1,12.8,2.5,sun,Dallas
0.0,22.8,10.0,2.5,rain,Dallas
0.0,25.0,11.7,2.2,fog,Dallas
4.6,16.1,11.7,3.4,sun,Dallas
0.5,17.8,12.8,5.0,rain,Dallas
0.0,20.0,11.7,3.0,rain,Dallas
0.0,22.8,11.7,3.9,fog,Dallas
0.0,26.7,12.8,4.3,fog,Dallas
0.0,29.4,13.3,2.6,rain,Dallas
0.0,31.1,15.6,3.2,sun,Dallas
0.0,30.6,14.4,3.5,sun,Dallas
0.0,28.9,14.4,2.7,sun,Dallas
0.0,25.6,11.1,3.0,sun,Dallas
0.0,24.4,11.1,3.5,sun,Dallas
0.0,20.0,11.7,2.3,rain,Dallas
0.0,23.9,9.4,2.6,sun,Dallas
0.0,27.8,11.7,3.7,sun,Dallas
0.0,30.0,16.1,3.5,sun,Dallas
0.0,22.8,11.1,3.0,sun,Dallas
0.0,25.0,11.1,3.1,sun,Dallas
0.0,24.4,13.9,3.0,sun,Dallas
0.5,23.9,13.3,3.2,rain,Dallas
0.0,25.0,12.8,4.3,sun,Dallas
0.0,25.6,13.9,3.4,sun,Dallas
0.0,25.0,12.8,2.4,sun,Dallas
0.0,26.1,11.7,2.4,sun,Dallas
0.0,25.6,16.1,2.6,sun,Dallas
0.0,30.6,15.6,3.0,sun,Dallas
0.0,31.7,17.8,4.7,rain,Dallas
0.0,33.3,17.2,3.9,sun,Dallas
0.3,28.3,18.3,2.1,sun,Dallas
0.0,28.9,17.2,2.7,fog,Dallas
0.0,30.6,15.0,3.4,drizzle,Dallas
0.0,32.2,17.2,4.3,sun,Dallas
0.0,33.9,17.8,3.4,sun,Dallas
0.0,33.3,17.8,2.6,rain,Dallas
0.0,33.3,15.0,2.9,rain,Dallas
0.0,32.8,16.7,2.1,rain,Dallas
0.0,29.4,15.6,3.2,sun,Dallas
0.0,27.2,13.9,2.4,rain,Dallas
0.0,30.0,14.4,1.9,sun,Dallas
0.0,28.9,14.4,3.4,rain,Dallas
0.0,21.1,16.7,3.7,sun,Dallas
0.0,22.2,16.7,3.0,rain,Dallas
0.0,26.1,16.7,2.2,sun,Dallas
0.0,25.6,16.1,3.1,sun,Dallas
0.0,27.8,16.1,3.3,rain,Dallas
0.0,26.1,14.4,3.2,sun,Dallas
0.0,26.1,15.0,2.8,rain,Dallas
0.0,27.8,13.9,3.3,fog,Dallas
0.0,33.3,17.8,3.4,sun,Dallas
0.0,35.0,17.2,3.3,sun,Dallas
0.0,26.7,16.7,3.9,sun,Dallas
0.0,23.9,15.0,2.4,sun,Dallas
0.0,23.9,13.9,2.8,rain,Dallas
0.0,26.1,14.4,1.9,sun,Dallas
0.3,22.8,13.3,3.8,sun,Dallas
0.0,21.1,14.4,2.4,sun,Dallas
2.0,22.2,13.9,2.6,rain,Dallas
0.0,23.3,12.2,1.9,rain,Dallas
0.0,27.8,13.9,3.4,rain,Dallas
0.0,32.2,14.4,3.8,sun,Dallas
0.0,34.4,17.2,3.5,sun,Dallas
0.0,34.4,17.8,2.6,rain,Dallas
0.0,33.3,15.6,3.1,sun,Dallas
0.0,30.6,16.1,2.0,fog,Dallas
0.0,28.3,17.2,2.3,sun,Dallas
0.0,26.1,14.4,2.6,rain,Dallas
0.0,23.3,12.2,3.5,sun,Dallas
0.0,25.0,15.0,2.9,sun,Dallas
0.0,28.3,15.6,3.7,rain,Dallas
0.0,25.0,15.6,3.6,rain,Dallas
0.0,28.3,15.0,2.2,rain,Dallas
0.0,28.9,16.1,2.4,rain,Dallas
0.0,30.0,16.7,4.4,rain,Dallas
7.6,28.3,16.7,2.7,rain,Dallas
0.0,28.3,15.6,2.2,rain,Dallas
30.5,18.3,15.0,5.2,rain,Dallas
0.0,21.7,13.9,3.7,sun,Dallas
0.0,25.0,14.4,3.7,sun,Dallas
0.0,27.2,13.9,3.0,sun,Dallas
0.0,30.0,15.0,3.0,rain,Dallas
0.0,31.7,16.1,2.1,sun,Dallas
2.0,22.8,14.4,4.2,sun,Dallas
0.0,22.2,14.4,2.6,fog,Dallas
0.0,26.7,12.2,2.5,sun,Dallas
0.0,27.8,13.9,1.8,sun,Dallas
0.0,23.9,12.2,2.3,rain,Dallas
0.0,25.6,12.2,3.4,sun,Dallas
0.0,28.3,13.9,1.7,sun,Dallas
0.0,29.4,14.4,2.1,sun,Dallas
0.5,23.3,15.6,2.6,rain,Dallas
32.5,22.2,13.3,5.8,fog,Dallas
10.2,20.0,12.8,4.7,snow,Dallas
0.0,18.9,16.1,5.8,fog,Dallas
5.8,19.4,13.9,5.0,fog,Dallas
0.0,19.4,11.1,3.8,sun,Dallas
0.0,18.3,10.6,2.9,sun,Dallas
0.0,18.3,10.0,2.9,sun,Dallas
0.3,20.6,8.9,3.5,sun,Dallas
5.3,16.1,11.7,2.4,rain,Dallas
0.3,21.1,13.3,1.5,fog,Dallas
0.0,22.8,13.3,2.4,rain,Dallas
0.0,24.4,13.9,3.3,rain,Dallas
0.0,25.0,14.4,3.6,rain,Dallas
0.0,27.2,15.0,3.1,rain,Dallas
0.0,26.7,14.4,2.1,sun,Dallas
0.5,20.6,12.8,3.0,sun,Dallas
0.0,16.7,10.6,3.4,rain,Dallas
0.0,17.8,10.0,2.8,rain,Dallas
1.0,20.0,10.0,1.9,sun,Dallas
1.8,18.3,12.8,3.8,sun,Dallas
0.0,19.4,12.8,2.6,sun,Dallas
0.0,21.1,14.4,4.3,rain,Dallas
4.1,22.8,12.2,6.8,rain,Dallas
0.0,18.3,9.4,2.7,rain,Dallas
0.0,18.9,7.8,2.0,rain,Dallas
0.0,20.6,8.3,1.8,sun,Dallas
0.0,22.2,11.1,2.5,sun,Dallas
2.0,15.6,12.8,2.6,fog,Dallas
0.0,18.3,10.0,2.7,rain,Dallas
0.0,17.8,7.2,3.8,sun,Dallas
0.0,21.1,9.4,5.1,rain,Dallas
0.0,21.7,8.9,1.9,rain,Dallas
0.0,18.3,10.0,1.3,fog,Dallas
0.0,21.1,9.4,1.3,rain,Dallas
